"","name","mean_win_rate","mean_fs_win_rate","mean_sec_srv_rate","mean_sec_win_rate","mean_ace_rate","mean_pts_min","mean_bp_faced_rate","mean_bp_att_rate","mean_bp_save_rate","mean_age","mean_df_rate","hand","mean_rank","mean_svpt"
"110","Roberto Carballes Baena",0.44,0.681436210847976,0.389690487768707,0.474264705882353,0.0437647058823529,1.38697705802969,0.0969411764705882,0.0840886203423968,0.587378640776699,26.265516769332,0.0447058823529412,1,75.4,85
"111","Robin Haase",0.407407407407407,0.732214228617106,0.423820640519111,0.487459105779716,0.0779520295202952,1.52755352755353,0.08809963099631,0.0750915750915751,0.628272251308901,31.984181306563,0.0415129151291513,1,63.4814814814815,80.2962962962963
"112","Roger Federer",0.836065573770492,0.781465658889254,0.35333659219262,0.593618302227574,0.0977891156462585,1.53131782945736,0.0514455782312925,0.0958824666537792,0.710743801652893,37.8301859269951,0.0206207482993197,1,3.60655737704918,77.1147540983606
"113","Ryan Harrison",0.285714285714286,0.783536585365854,0.394570761933165,0.531400966183575,0.168224299065421,1.58779761904762,0.0691588785046729,0.0507518796992481,0.648648648648649,26.7186858316286,0.0373831775700935,1,83.7142857142857,76.4285714285714
"114","Sam Querrey",0.564102564102564,0.805583250249252,0.377099728464488,0.472995090016367,0.206939281288724,1.70524650672291,0.0566914498141264,0.0694444444444444,0.617486338797814,31.683041120418,0.0495662949194548,1,57.8205128205128,82.7692307692308
"115","Soon Woo Kwon",0.571428571428571,0.68936170212766,0.3629916704276,0.492753623188406,0.0294906166219839,1.39347408829175,0.101876675603217,0.0679886685552408,0.710526315789474,21.7932922655571,0.0375335120643432,1,88.1428571428571,74.6
"116","Stan Wawrinka",0.62,0.763643206624012,0.412111398528922,0.554276315789474,0.11113590716358,1.44351732991014,0.0729747824146396,0.0795127353266888,0.706422018348624,34.159452429836,0.0205311314438741,1,34.82,89.62
"117","Stefano Travaglia",0.4,0.806818181818182,0.491343890200247,0.532544378698225,0.12463768115942,1.51754385964912,0.0579710144927536,0.0547550432276657,0.5,27.71471594796,0.0289855072463768,0,88.4,69
"118","Stefanos Tsitsipas",0.688311688311688,0.763138596920068,0.357089596711152,0.53264159100735,0.0852592129918801,1.43589457225821,0.0652717051842598,0.0839919417325275,0.645933014354067,20.8131416837844,0.0268582136164897,1,8.79220779220779,83.1688311688312
"119","Steve Johnson",0.4,0.734975961538462,0.413049734778853,0.522630230572161,0.0765432098765432,1.48380187416332,0.071957671957672,0.0683413372737348,0.598039215686274,29.4023271731714,0.0345679012345679,1,60.6,81
"120","Taro Daniel",0.333333333333333,0.659498207885305,0.387057117654909,0.468451242829828,0.0441176470588235,1.31863230921705,0.108088235294118,0.0930053804765565,0.585034013605442,26.1014525819444,0.0360294117647059,1,73.2777777777778,75.5555555555556
"121","Taylor Fritz",0.5,0.762213740458015,0.417905289118454,0.513821138211382,0.118253079507279,1.61209574273707,0.0629339305711086,0.0660853602569986,0.601423487544484,21.6288796053741,0.0318029115341545,1,40.9827586206897,76.9827586206897
"122","Tennys Sandgren",0.433333333333333,0.735975609756098,0.397028894170784,0.484082397003745,0.0997045790251108,1.45476640561707,0.077917282127031,0.0750279955207167,0.587677725118483,27.8026009582433,0.0317577548005908,1,75.6,90.2666666666667
"123","Thiago Monteiro",0,0.742424242424242,0.45289298515105,0.509433962264151,0.0630252100840336,1.39118457300275,0.0798319327731092,0.0636704119850187,0.526315789473684,25.1608487337333,0.0294117647058824,0,93,79.3333333333333
"124","Thomas Fabbiano",0.25,0.672955974842767,0.343149908352038,0.516030534351145,0.0223144784639336,1.46993060909792,0.0975609756097561,0.0721102863202545,0.632978723404255,30.061738535245,0.0332122470160872,1,88.95,96.35
"125","Tomas Berdych",0.631578947368421,0.75,0.40751604410021,0.519287833827893,0.0781057810578106,1.46697038724374,0.0682656826568266,0.0803011292346299,0.63963963963964,33.3866493749895,0.0276752767527675,1,72.2105263157895,85.5789473684211
"126","Ugo Humbert",0.411764705882353,0.738754325259516,0.393956698355502,0.514010507880911,0.0900556328233658,1.48179705654531,0.0803198887343533,0.0789381767376877,0.623376623376623,20.9414180456618,0.0378998609179416,0,67.1764705882353,84.5882352941177
"127","Yasutaka Uchiyama",0,0.583333333333333,0.351351351351351,0.384615384615385,0.0810810810810811,1.36206896551724,0.135135135135135,0.0476190476190476,0.2,27.2854209446,0.0540540540540541,1,81,37
"128","Yoshihito Nishioka",0.5,0.628856193640247,0.336021711719265,0.540719696969697,0.0252924438823901,1.45607951918632,0.108441353145748,0.0963010204081633,0.600583090379009,23.6854353543079,0.0164400885235536,0,72.1842105263158,83.2368421052632
